,rel,head,tail,misc,misc2,score_grammar_1,score_no_grammar_1,score_grammar_2,score_no_grammar_2,score_grammar_3,score_no_grammar_3,score_grammar_4,score_no_grammar_4,score_grammar_5,score_no_grammar_5,score_grammar_6,score_no_grammar_6,score_grammar_7,score_no_grammar_7,score_grammar_8,score_no_grammar_8,score_grammar_9,score_no_grammar_9,score_grammar_10,score_no_grammar_10,top_100,rank_grammar_1,rank_no_grammar_1,rank_grammar_2,rank_no_grammar_2,rank_grammar_3,rank_no_grammar_3,rank_grammar_4,rank_no_grammar_4,rank_grammar_5,rank_no_grammar_5,rank_grammar_6,rank_no_grammar_6,rank_grammar_7,rank_no_grammar_7,rank_grammar_8,rank_no_grammar_8,rank_grammar_9,rank_no_grammar_9,rank_grammar_10,rank_no_grammar_10,Josh-Rating,Joe-Rating,Avg-Rating
1710,HasA,the flag,centre,23,0.0414643343213,-0.5287175178527832,1.9154901504516602,-9.721211433410645,-5.1787109375,-18.913705348968506,-12.27291202545166,-28.106199264526367,-19.36711311340332,-37.29869318008423,-26.46131420135498,-46.49118709564209,-33.55551528930664,-55.68368101119995,-40.6497163772583,-64.87617492675781,-47.74391746520996,-74.06866884231567,-54.83811855316162,-83.26116275787354,-61.93231964111328,True,2231.0,1227.0,1297.0,237.0,1095.0,125.0,1000.0,87.0,944.0,71.0,914.0,62.0,891.0,55.0,873.0,51.0,856.0,49.0,847.0,48.0,,,
1717,HasA,last edit,page,10,0.0370838203707,-1.1821377277374285,6.641156435012817,-14.981805562973026,-2.326140880584717,-28.781473398208625,-11.293438196182251,-42.58114123344422,-20.260735511779785,-56.380809068679824,-29.22803282737732,-70.18047690391542,-38.19533014297485,-83.98014473915102,-47.16262745857239,-97.77981257438661,-56.12992477416992,-111.5794804096222,-65.09722208976746,-125.37914824485782,-74.06451940536499,True,2488.0,120.0,2448.0,85.0,2417.0,94.0,2402.0,112.0,2402.0,117.0,2394.0,122.0,2390.0,132.0,2386.0,131.0,2382.0,138.0,2378.0,140.0,,,
1731,HasA,the intersection,exit,15,0.0252085360775,2.723315954208374,2.860926389694214,-1.7333707809448242,-4.319702625274658,-6.1900575160980225,-11.50033164024353,-10.64674425125122,-18.680960655212402,-15.103430986404419,-25.861589670181274,-19.560117721557617,-33.04221868515015,-24.016804456710815,-40.22284770011902,-28.473491191864014,-47.40347671508789,-32.93017792701721,-54.58410573005676,-37.38686466217041,-61.764734745025635,True,703.0,854.0,167.0,184.0,90.0,100.0,68.0,76.0,55.0,60.0,54.0,54.0,49.0,49.0,46.0,47.0,44.0,46.0,43.0,46.0,4.0,3.0,3.5
1754,HasA,point,angular momentum,7,0.0109313862495,3.21758770942688,6.729256868362427,-3.3319451808929443,-1.7541260719299316,-9.881478071212769,-10.23750901222229,-16.431010961532593,-18.72089195251465,-22.980543851852417,-27.204274892807007,-29.53007674217224,-35.687657833099365,-36.079609632492065,-44.171040773391724,-42.62914252281189,-52.65442371368408,-49.178675413131714,-61.13780665397644,-55.72820830345154,-69.6211895942688,True,571.0,111.0,283.0,61.0,230.0,67.0,218.0,78.0,204.0,81.0,201.0,85.0,197.0,90.0,196.0,91.0,193.0,91.0,194.0,92.0,4.0,3.0,3.5
1766,HasA,the track,bass,14,0.00446669774604,0.014731407165526456,0.9818470478057852,-7.450718879699709,-5.992012262344361,-14.916169166564945,-12.965871572494507,-22.38161945343018,-19.939730882644653,-29.847069740295417,-26.9135901927948,-37.31252002716065,-33.887449502944946,-44.777970314025886,-40.86130881309509,-52.24342060089112,-47.83516812324524,-59.70887088775636,-54.809027433395386,-67.1743211746216,-61.78288674354553,True,1952.0,1660.0,834.0,293.0,595.0,140.0,498.0,100.0,445.0,77.0,412.0,65.0,387.0,58.0,374.0,53.0,362.0,47.0,354.0,47.0,,,
1774,HasA,subject,indirect object,9,0.0033186284115700004,6.917426109313965,6.744846343994141,2.898167371749878,-4.641528606414795,-1.121091365814209,-16.02790355682373,-5.140350103378296,-27.414278507232666,-9.159608840942383,-38.8006534576416,-13.17886757850647,-50.18702840805054,-17.198126316070557,-61.57340335845947,-21.217385053634644,-72.95977830886841,-25.23664379119873,-84.34615325927734,-29.255902528762817,-95.73252820968628,True,76.0,109.0,24.0,203.0,20.0,291.0,18.0,371.0,21.0,415.0,20.0,452.0,20.0,477.0,20.0,502.0,20.0,516.0,20.0,526.0,3.0,3.0,3.0
1807,HasPrerequisite,change,take place,34,0.607375618213,2.8579061031341553,0.84464430809021,-1.2691802978515625,-9.123580932617188,-5.39626669883728,-19.091806173324585,-9.523353099822998,-29.060031414031982,-13.650439500808716,-39.02825665473938,-17.777525901794434,-48.99648189544678,-21.90461230278015,-58.964707136154175,-26.03169870376587,-68.93293237686157,-30.158785104751587,-78.90115761756897,-34.285871505737305,-88.86938285827637,True,672.0,1699.0,147.0,713.0,73.0,526.0,54.0,460.0,45.0,427.0,42.0,405.0,39.0,394.0,37.0,385.0,34.0,384.0,34.0,380.0,,,
1828,HasPrerequisite,costume design,lighting design,12,0.143811388191,8.999513149261475,8.011036872863773,-0.7532386779785156,-8.098272323608395,-10.505990505218506,-24.207581520080563,-20.258742332458496,-40.316890716552734,-30.011494159698486,-56.4261999130249,-39.76424598693848,-72.53550910949707,-49.51699781417847,-88.64481830596924,-59.26974964141846,-104.7541275024414,-69.02250146865845,-120.86343669891357,-78.77525329589844,-136.97274589538574,True,15.0,53.0,115.0,555.0,264.0,1159.0,365.0,1480.0,453.0,1661.0,532.0,1780.0,576.0,1857.0,623.0,1914.0,661.0,1958.0,691.0,1989.0,,,
1844,HasPrerequisite,plurality voting,majority,12,0.07418344962060001,9.880222082138062,3.1445088386535645,1.4393019676208496,-14.579110145568848,-7.001618146896362,-32.30272912979126,-15.442538261413574,-50.02634811401367,-23.883458375930786,-67.74996709823608,-32.324378490448,-85.4735860824585,-40.76529860496521,-103.19720506668091,-49.20621871948242,-120.92082405090332,-57.647138833999634,-138.64444303512573,-66.08805894851685,-156.36806201934814,True,6.0,743.0,44.0,1931.0,115.0,2268.0,179.0,2383.0,238.0,2433.0,263.0,2471.0,292.0,2487.0,308.0,2502.0,320.0,2522.0,334.0,2528.0,1.0,1.0,1.0
1880,HasPrerequisite,hip hop,singing,7,0.0252658600082,2.207886219024658,7.322699069976807,-6.686853885650635,-3.7502479553222656,-15.581593990325928,-14.823194980621338,-24.47633409500122,-25.89614200592041,-33.371074199676514,-36.96908903121948,-42.26581430435181,-48.042036056518555,-51.1605544090271,-59.11498308181763,-60.05529451370239,-70.1879301071167,-68.95003461837769,-81.26087713241577,-77.84477472305298,-92.33382415771484,True,883.0,85.0,686.0,146.0,669.0,227.0,650.0,293.0,660.0,348.0,656.0,375.0,651.0,399.0,652.0,424.0,652.0,436.0,654.0,448.0,,,
1888,HasPrerequisite,savanna climate,köppen,22,0.0218289840758,2.286860466003418,9.05211019515991,-21.56569004058838,-6.203317642211918,-45.418240547180176,-21.458745479583747,-69.27079105377197,-36.71417331695557,-93.12334156036377,-51.96960115432741,-116.97589206695557,-67.22502899169923,-140.82844257354736,-82.48045682907106,-164.68099308013916,-97.73588466644289,-188.53354358673096,-112.99131250381473,-212.38609409332275,-128.24674034118655,True,855.0,26.0,2923.0,312.0,2953.0,773.0,2956.0,1100.0,2959.0,1288.0,2960.0,1413.0,2960.0,1505.0,2960.0,1561.0,2961.0,1617.0,2961.0,1649.0,,,
1925,HasPrerequisite,music video,soundtrack,15,0.00978136464063,5.79746413230896,4.701333045959473,-0.017100811004638672,-8.313477993011475,-5.831665754318237,-21.328289031982422,-11.646230697631836,-34.34310007095337,-17.460795640945435,-47.357911109924316,-23.275360584259033,-60.372722148895264,-29.089925527572632,-73.38753318786621,-34.90449047088623,-86.40234422683716,-40.71905541419983,-99.4171552658081,-46.53362035751343,-112.43196630477905,True,145.0,360.0,85.0,579.0,82.0,765.0,85.0,867.0,87.0,927.0,90.0,965.0,92.0,988.0,91.0,1008.0,92.0,1025.0,91.0,1036.0,4.0,4.0,4.0
1951,HasPrerequisite,f-16 fighting,fighter unit,7,0.00492640976478,6.899202346801758,6.143731117248535,-13.387882232666016,-18.74739170074463,-33.67496681213379,-43.63851451873779,-53.96205139160156,-68.52963733673096,-74.24913597106934,-93.42076015472412,-94.53622055053711,-118.31188297271729,-114.82330513000488,-143.20300579071045,-135.11038970947266,-168.0941286087036,-155.39747428894043,-192.98525142669678,-175.6845588684082,-217.87637424468994,True,77.0,168.0,2170.0,2635.0,2763.0,2918.0,2852.0,2951.0,2876.0,2962.0,2895.0,2966.0,2906.0,2971.0,2912.0,2975.0,2915.0,2977.0,2919.0,2977.0,,,
1952,HasPrerequisite,passenger rail,commuter rail,9,0.0047912776391,11.031213760375977,10.982661247253418,2.290034294128418,-3.825399398803711,-6.451145172119141,-18.63346004486084,-15.1923246383667,-33.44152069091797,-23.933504104614258,-48.2495813369751,-32.674683570861816,-63.05764198303223,-41.415863037109375,-77.86570262908936,-50.157042503356934,-92.67376327514648,-58.89822196960449,-107.48182392120361,-67.63940143585205,-122.28988456726074,True,2.0,9.0,32.0,148.0,98.0,490.0,171.0,792.0,240.0,989.0,273.0,1138.0,308.0,1239.0,324.0,1322.0,348.0,1379.0,363.0,1428.0,,,
1959,HasPrerequisite,basketball court,playground equipment,9,0.00401884188565,7.558935642242432,4.493315696716309,-2.405078887939453,-12.28158950805664,-12.369093418121338,-29.05649471282959,-22.333107948303223,-45.83139991760254,-32.29712247848511,-62.60630512237549,-42.26113700866699,-79.38121032714844,-52.22515153884888,-96.15611553192139,-62.18916606903076,-112.93102073669434,-72.15318059921265,-129.70592594146729,-82.11719512939453,-146.48083114624023,True,46.0,407.0,215.0,1409.0,360.0,1847.0,492.0,2040.0,584.0,2130.0,655.0,2184.0,713.0,2222.0,747.0,2244.0,774.0,2264.0,800.0,2275.0,1.0,1.0,1.0
1984,HasPrerequisite,hip hop,industry,16,0.00184983760662,3.8674333095550537,7.364321231842039,-3.828545570373535,-3.579961299896244,-11.524524450302124,-14.524243831634529,-19.220503330230713,-25.46852636337281,-26.9164822101593,-36.41280889511109,-34.61246109008789,-47.35709142684938,-42.30843997001648,-58.30137395858766,-50.00441884994507,-69.24565649032594,-57.70039772987366,-80.18993902206422,-65.39637660980225,-91.1342215538025,True,409.0,82.0,328.0,132.0,322.0,207.0,322.0,272.0,322.0,326.0,322.0,356.0,321.0,377.0,321.0,397.0,322.0,413.0,322.0,428.0,,,
2004,HasPrerequisite,railway station,town centre,58,0.00101262310932,7.467740058898926,5.872206687927246,-1.2739243507385254,-10.014163970947266,-10.015588760375977,-25.900534629821777,-18.757253170013428,-41.78690528869629,-27.49891757965088,-57.6732759475708,-36.24058198928833,-73.55964660644531,-44.98224639892578,-89.44601726531982,-53.72391080856323,-105.33238792419434,-62.465575218200684,-121.21875858306885,-71.20723962783813,-137.10512924194336,True,52.0,197.0,148.0,892.0,238.0,1389.0,302.0,1635.0,338.0,1768.0,374.0,1842.0,394.0,1899.0,418.0,1939.0,443.0,1974.0,454.0,1993.0,,,
2010,HasPrerequisite,year author,publisher,11,0.00080277337116,3.7973318099975604,9.240080118179321,-8.962800502777096,-5.807819843292236,-21.72293281555175,-20.855719804763794,-34.48306512832641,-35.90361976623535,-47.24319744110107,-50.95151972770691,-60.00332975387572,-65.99941968917847,-72.76346206665038,-81.04731965065002,-85.52359437942503,-96.09521961212158,-98.28372669219969,-111.14311957359314,-111.04385900497435,-126.1910195350647,True,421.0,23.0,1129.0,280.0,1487.0,719.0,1654.0,1008.0,1751.0,1215.0,1809.0,1342.0,1853.0,1421.0,1884.0,1477.0,1912.0,1530.0,1931.0,1564.0,,,
2085,HasPrerequisite,sky father,earth mother,9,1.37461993212e-05,6.672151565551758,4.923813343048096,-3.0984058380126953,-10.166620254516602,-12.868963241577148,-25.2570538520813,-22.6395206451416,-40.347487449645996,-32.410078048706055,-55.43792104721069,-42.18063545227051,-70.52835464477539,-51.95119285583496,-85.61878824234009,-61.721750259399414,-100.70922183990479,-71.49230766296387,-115.79965543746948,-81.26286506652832,-130.89008903503418,True,84.0,322.0,263.0,931.0,407.0,1300.0,522.0,1486.0,587.0,1571.0,647.0,1638.0,702.0,1687.0,729.0,1719.0,751.0,1744.0,765.0,1761.0,4.0,4.0,4.0
2101,CapableOf,income,amount of tax,7,0.944589317818,6.499300956726075,7.499030828475952,-0.8251152038574201,-6.405309677124023,-8.149531364440914,-20.309650182724,-15.47394752502441,-34.213990688323975,-22.798363685607903,-48.11833119392395,-30.1227798461914,-62.022671699523926,-37.447196006774895,-75.9270122051239,-44.77161216735839,-89.83135271072388,-52.09602832794188,-103.73569321632385,-59.420444488525376,-117.64003372192383,True,99.0,75.0,124.0,326.0,156.0,660.0,182.0,854.0,198.0,978.0,215.0,1065.0,225.0,1136.0,229.0,1176.0,235.0,1215.0,238.0,1239.0,,,
2103,CapableOf,caller,telephone number,13,0.866259206902,6.54284644126892,7.813055038452148,0.8843398094177228,-1.3185782432556152,-4.774166822433475,-10.450211524963379,-10.432673454284672,-19.581844806671143,-16.091180086135868,-28.713478088378906,-21.749686717987068,-37.84511137008667,-27.408193349838264,-46.976744651794434,-33.06669998168946,-56.1083779335022,-38.72520661354066,-65.24001121520996,-44.38371324539185,-74.37164449691772,True,97.0,61.0,60.0,46.0,64.0,70.0,64.0,94.0,65.0,104.0,65.0,115.0,70.0,128.0,71.0,130.0,73.0,141.0,75.0,145.0,,,
2105,CapableOf,medal,honor recipient,7,0.825377023378,5.391980409622192,8.669209241867065,-2.5678067207336426,-2.9958624839782715,-10.527593851089478,-14.660934209823608,-18.487380981445312,-26.326005935668945,-26.447168111801147,-37.99107766151428,-34.40695524215698,-49.65614938735962,-42.36674237251282,-61.321221113204956,-50.32652950286865,-72.9862928390503,-58.28631663322449,-84.65136456489563,-66.24610376358032,-96.31643629074097,True,178.0,34.0,224.0,111.0,268.0,215.0,287.0,317.0,309.0,383.0,317.0,432.0,322.0,468.0,329.0,504.0,331.0,528.0,338.0,538.0,,,
2106,CapableOf,rock music,punk rock,13,0.771448566936,6.597169399261475,-0.4768862724304199,-2.267923355102539,-15.096892833709717,-11.133016109466553,-29.716899394989014,-19.998108863830566,-44.33690595626831,-28.86320161819458,-58.95691251754761,-37.728294372558594,-73.5769190788269,-46.59338712692261,-88.1969256401062,-55.45847988128662,-102.8169322013855,-64.32357263565063,-117.4369387626648,-73.18866539001465,-132.0569453239441,True,90.0,2248.0,200.0,2056.0,304.0,1941.0,354.0,1891.0,393.0,1865.0,433.0,1844.0,466.0,1836.0,486.0,1826.0,500.0,1820.0,516.0,1812.0,4.0,4.0,4.0
2107,CapableOf,renewable energy,energy efficiency,18,0.7435094519159999,9.423590898513796,6.412413597106932,3.012284755706789,-7.155310630798343,-3.399021387100218,-20.72303485870362,-9.810327529907225,-34.290759086608894,-16.221633672714233,-47.858483314514174,-22.63293981552124,-61.42620754241945,-29.044245958328247,-74.99393177032472,-35.455552101135254,-88.56165599823,-41.86685824394226,-102.12938022613527,-48.27816438674927,-115.69710445404056,True,12.0,140.0,21.0,422.0,38.0,708.0,55.0,862.0,67.0,958.0,83.0,1019.0,91.0,1078.0,98.0,1121.0,104.0,1142.0,104.0,1167.0,4.0,4.0,4.0
2109,CapableOf,voltage,power dissipation,8,0.698975083144,2.434570789337158,10.05223274230957,-13.859610557556152,-8.838894844055176,-30.153791904449463,-27.730022430419922,-46.44797325134277,-46.62115001678467,-62.742154598236084,-65.51227760314941,-79.0363359451294,-84.40340518951416,-95.3305172920227,-103.2945327758789,-111.62469863891602,-122.18566036224365,-127.91887998580933,-141.0767879486084,-144.21306133270264,-159.96791553497314,True,806.0,15.0,2263.0,665.0,2549.0,1665.0,2632.0,2119.0,2667.0,2321.0,2687.0,2424.0,2701.0,2492.0,2709.0,2545.0,2716.0,2582.0,2721.0,2606.0,,,
2115,CapableOf,college,law school,7,0.652254286068,4.94164252281189,6.477850914001463,-1.6362314224243164,-1.7076692581176776,-8.214105367660522,-9.893189430236818,-14.791979312896729,-18.078709602355957,-21.369853258132935,-26.264229774475098,-27.94772720336914,-34.44974994659424,-34.52560114860535,-42.63527011871338,-41.10347509384155,-50.82079029083252,-47.68134903907776,-59.00631046295166,-54.259222984313965,-67.1918306350708,True,239.0,136.0,166.0,60.0,158.0,55.0,151.0,57.0,159.0,66.0,162.0,69.0,165.0,70.0,165.0,72.0,166.0,77.0,166.0,79.0,,,
2122,CapableOf,series,season premiere,8,0.5814040160639999,3.2092294692993164,8.300411701202393,-6.820508003234863,-1.9499530792236328,-16.850245475769043,-12.200317859649658,-26.879982948303223,-22.450682640075684,-36.9097204208374,-32.70104742050171,-46.93945789337158,-42.951412200927734,-56.96919536590576,-53.20177698135376,-66.99893283843994,-63.452141761779785,-77.02867031097412,-73.70250654220581,-87.0584077835083,-83.95287132263184,True,573.0,43.0,717.0,68.0,818.0,124.0,874.0,159.0,922.0,192.0,943.0,217.0,951.0,241.0,959.0,265.0,969.0,280.0,978.0,295.0,,,
2136,CapableOf,government spending,tax revenue,7,0.40128099663,8.915555000305176,5.269809722900391,0.6981110572814941,-7.364224433898926,-7.5193328857421875,-19.998258590698242,-15.73677682876587,-32.63229274749756,-23.95422077178955,-45.266326904296875,-32.17166471481323,-57.90036106109619,-40.389108657836914,-70.53439521789551,-48.606552600860596,-83.16842937469482,-56.82399654388428,-95.80246353149414,-65.04144048690796,-108.43649768829346,True,16.0,272.0,64.0,450.0,133.0,633.0,191.0,726.0,241.0,785.0,260.0,817.0,282.0,846.0,304.0,865.0,311.0,881.0,316.0,894.0,,,
2138,CapableOf,award,outstanding guest,12,0.37503841775,4.234414100646973,7.759165287017822,-4.222091197967529,-2.81459379196167,-12.678596496582031,-13.388352870941162,-21.135101795196533,-23.962111949920654,-29.591607093811035,-34.53587102890015,-38.04811239242554,-45.10963010787964,-46.50461769104004,-55.68338918685913,-54.96112298965454,-66.25714826583862,-63.41762828826904,-76.83090734481812,-71.87413358688354,-87.40466642379761,True,338.0,65.0,362.0,98.0,390.0,155.0,411.0,212.0,429.0,253.0,451.0,285.0,460.0,320.0,464.0,334.0,472.0,344.0,480.0,355.0,,,
2142,CapableOf,college,secondary school,16,0.332600776698,7.2017035484313965,5.697285175323488,2.4359946250915527,-3.653648376464842,-2.329714298248291,-13.004581928253172,-7.095423221588135,-22.355515480041504,-11.861132144927979,-31.706449031829834,-16.626841068267822,-41.057382583618164,-21.392549991607666,-50.408316135406494,-26.15825891494751,-59.759249687194824,-30.923967838287354,-69.11018323898315,-35.6896767616272,-78.46111679077148,True,60.0,225.0,28.0,138.0,29.0,142.0,32.0,155.0,31.0,165.0,34.0,177.0,36.0,187.0,38.0,191.0,37.0,194.0,37.0,198.0,,,
2146,CapableOf,actress,award nomination,36,0.310630623015,-0.3234670162200928,7.057231426239014,-11.76558518409729,-3.869551181793213,-23.207703351974487,-14.79633378982544,-34.649821519851685,-25.723116397857666,-46.09193968772888,-36.64989900588989,-57.53405785560608,-47.57668161392212,-68.97617602348328,-58.503464221954346,-80.41829419136047,-69.43024682998657,-91.86041235923767,-80.3570294380188,-103.30253052711487,-91.28381204605103,True,2127.0,96.0,1811.0,153.0,1707.0,224.0,1669.0,281.0,1647.0,334.0,1636.0,361.0,1631.0,384.0,1619.0,401.0,1616.0,418.0,1610.0,429.0,,,
2150,CapableOf,society,political system,14,0.275935492122,6.432803630828857,0.6298360824584979,-0.008187294006347656,-14.53289461135864,-6.449178218841553,-29.69562530517578,-12.890169143676758,-44.85835599899292,-19.331160068511963,-60.02108669281006,-25.772150993347168,-75.1838173866272,-32.21314191818237,-90.34654808044434,-38.65413284301758,-105.50927877426147,-45.09512376785278,-120.67200946807861,-51.53611469268799,-135.83474016189575,True,103.0,1806.0,84.0,1917.0,97.0,1939.0,106.0,1937.0,112.0,1954.0,117.0,1954.0,121.0,1949.0,126.0,1948.0,131.0,1947.0,133.0,1950.0,4.0,4.0,4.0
2154,CapableOf,game,single player,20,0.258524294005,7.261924982070923,6.779320240020752,3.661456584930419,-1.205024242401123,0.060988187789915216,-9.189368724822998,-3.5394802093505877,-17.173713207244873,-7.139948606491092,-25.158057689666748,-10.740417003631595,-33.14240217208862,-14.340885400772098,-41.1267466545105,-17.9413537979126,-49.11109113693237,-21.541822195053108,-57.09543561935425,-25.14229059219361,-65.07978010177612,True,59.0,107.0,14.0,42.0,10.0,38.0,11.0,40.0,10.0,49.0,10.0,56.0,11.0,60.0,12.0,62.0,12.0,62.0,12.0,62.0,4.0,4.0,4.0
2165,CapableOf,artillery,infantry fire,8,0.21531243934,7.887206554412842,10.599594831466675,0.23462724685668945,0.9254755973815918,-7.417952060699463,-8.748643636703491,-15.070531368255615,-18.422762870788574,-22.723110675811768,-28.096882104873657,-30.37568998336792,-37.77100133895874,-38.02826929092407,-47.44512057304382,-45.680848598480225,-57.119239807128906,-53.33342790603638,-66.79335904121399,-60.98600721359253,-76.46747827529907,True,33.0,13.0,73.0,18.0,126.0,36.0,165.0,68.0,195.0,93.0,221.0,114.0,235.0,134.0,248.0,148.0,253.0,166.0,264.0,174.0,4.0,4.0,4.0
2168,CapableOf,group,normal subgroup,58,0.209828008447,9.946648597717285,8.42358660697937,4.430363655090332,-4.0703582763671875,-1.085921287536621,-16.564303159713745,-6.602206230163574,-29.058248043060303,-12.118491172790527,-41.55219292640686,-17.63477611541748,-54.04613780975342,-23.151061058044434,-66.54008269309998,-28.667346000671387,-79.03402757644653,-34.18363094329834,-91.52797245979309,-39.69991588592529,-104.02191734313965,True,5.0,40.0,9.0,167.0,18.0,328.0,27.0,459.0,34.0,558.0,41.0,621.0,44.0,671.0,48.0,719.0,51.0,748.0,53.0,767.0,4.0,3.0,3.5
2173,CapableOf,alliance,civil war,10,0.189046096052,3.8465917110443115,-0.8376226425170898,-0.31188201904296875,-16.8120756149292,-4.470355749130249,-32.78652858734131,-8.62882947921753,-48.76098155975342,-12.78730320930481,-64.73543453216553,-16.94577693939209,-80.70988750457764,-21.10425066947937,-96.68434047698975,-25.26272439956665,-112.65879344940186,-29.42119812965393,-128.63324642181396,-33.57967185974121,-144.60769939422607,True,412.0,2375.0,100.0,2368.0,57.0,2317.0,42.0,2295.0,40.0,2274.0,36.0,2259.0,33.0,2249.0,31.0,2234.0,30.0,2229.0,30.0,2226.0,1.0,4.0,2.5
2187,CapableOf,hospital,care facility,12,0.157874276064,8.264360904693604,7.960385084152222,3.090825080871582,-3.1577415466308594,-2.0827107429504395,-14.27586817741394,-7.256246566772461,-25.39399480819702,-12.429782390594482,-36.5121214389801,-17.603318214416504,-47.630248069763184,-22.776854038238525,-58.748374700546265,-27.950389862060547,-69.86650133132935,-33.12392568588257,-80.98462796211243,-38.29746150970459,-92.10275459289551,True,25.0,54.0,19.0,118.0,27.0,199.0,34.0,270.0,37.0,330.0,40.0,366.0,41.0,388.0,43.0,415.0,46.0,431.0,46.0,441.0,4.0,4.0,4.0
2188,CapableOf,prime minister,governor general,16,0.150223452037,9.176773309707642,8.114653587341307,5.005650997161865,-4.057226657867435,0.8345286846160889,-16.22910690307618,-3.3365936279296875,-28.40098714828492,-7.507715940475464,-40.57286739349366,-11.67883825302124,-52.74474763870241,-15.849960565567017,-64.91662788391115,-20.021082878112793,-77.08850812911989,-24.19220519065857,-89.26038837432863,-28.363327503204346,-101.43226861953737,True,13.0,49.0,7.0,166.0,8.0,303.0,10.0,415.0,12.0,505.0,16.0,569.0,17.0,598.0,17.0,638.0,17.0,658.0,18.0,685.0,1.0,4.0,2.5
2189,CapableOf,band,live album,158,0.150158140548,-2.146095514297487,6.660521984100344,-18.096156120300297,-2.56467294692993,-34.04621672630311,-11.789867877960203,-49.996277332305915,-21.01506280899048,-65.94633793830873,-30.240257740020752,-81.89639854431154,-39.465452671051025,-97.84645915031435,-48.6906476020813,-113.79651975631715,-57.91584253311157,-129.74658036231997,-67.14103746414185,-145.69664096832278,-76.36623239517212,True,2721.0,118.0,2796.0,91.0,2782.0,108.0,2765.0,123.0,2757.0,132.0,2750.0,148.0,2747.0,154.0,2743.0,163.0,2741.0,174.0,2739.0,173.0,,,
2199,CapableOf,missile,launch tube,16,0.13093999986500002,6.581477403640747,8.94022536277771,-0.5694708824157715,-0.12758684158325195,-7.72041916847229,-9.195399045944214,-14.871367454528809,-18.263211250305176,-22.022315740585327,-27.331023454666138,-29.173264026641846,-36.3988356590271,-36.324212312698364,-45.46664786338806,-43.47516059875488,-54.53446006774902,-50.6261088848114,-63.602272272109985,-57.77705717086792,-72.67008447647095,True,92.0,30.0,108.0,28.0,141.0,39.0,155.0,64.0,177.0,83.0,188.0,92.0,200.0,102.0,208.0,110.0,216.0,121.0,220.0,125.0,0.0,2.0,1.0
2203,CapableOf,proof,value theorem,12,0.122024175673,6.5769994258880615,1.5036768913269043,-2.1828064918518066,-15.410228252410889,-10.942612409591675,-32.32413339614868,-19.702418327331543,-49.238038539886475,-28.46222424507141,-66.15194368362427,-37.22203016281128,-83.06584882736206,-45.98183608055115,-99.97975397109985,-54.741641998291016,-116.89365911483765,-63.501447916030884,-133.80756425857544,-72.26125383377075,-150.72146940231323,True,93.0,1405.0,193.0,2128.0,290.0,2271.0,341.0,2338.0,380.0,2353.0,404.0,2364.0,438.0,2376.0,459.0,2387.0,476.0,2395.0,487.0,2400.0,,,
2206,CapableOf,bytecode,virtual machine,22,0.11245262076,6.552781820297241,5.1314263343811035,-9.123993396759033,-8.885799407958984,-24.800768613815308,-22.903025150299072,-40.47754383087158,-36.92025089263916,-56.154319047927856,-50.93747663497925,-71.83109426498413,-64.95470237731934,-87.5078694820404,-78.97192811965942,-103.18464469909668,-92.98915386199951,-118.86141991615295,-107.0063796043396,-134.53819513320923,-121.02360534667969,True,95.0,295.0,1170.0,672.0,1944.0,968.0,2264.0,1121.0,2391.0,1209.0,2456.0,1262.0,2502.0,1309.0,2528.0,1348.0,2555.0,1361.0,2575.0,1379.0,,,
2216,CapableOf,pseudonym,real name,7,0.107236351352,6.73961067199707,0.6423749923706055,0.9046945571899414,-16.754793167114258,-4.9302215576171875,-34.15196132659912,-10.765137672424316,-51.549129486083984,-16.600053787231445,-68.94629764556885,-22.434969902038574,-86.34346580505371,-28.269886016845703,-103.74063396453857,-34.10480213165283,-121.13780212402344,-39.93971824645996,-138.5349702835083,-45.77463436126709,-155.93213844299316,True,80.0,1797.0,58.0,2359.0,65.0,2451.0,71.0,2481.0,74.0,2496.0,79.0,2502.0,81.0,2507.0,81.0,2515.0,83.0,2518.0,84.0,2517.0,2.0,2.0,2.0
2233,CapableOf,anemia,chronic disease,9,0.08957514125350001,6.335098743438721,5.829824447631836,4.222776889801026,-2.846127986907959,2.110455036163332,-11.522080421447754,-0.001866817474363458,-20.19803285598755,-2.1141886711120588,-28.873985290527344,-4.226510524749752,-37.54993772506714,-6.338832378387448,-46.225890159606934,-8.451154232025143,-54.90184259414673,-10.563476085662838,-63.57779502868652,-12.675797939300534,-72.25374746322632,True,112.0,205.0,10.0,101.0,6.0,102.0,5.0,109.0,3.0,105.0,3.0,109.0,3.0,112.0,3.0,116.0,3.0,119.0,3.0,119.0,4.0,4.0,4.0
2243,CapableOf,carbon,nitric oxide,10,0.0759400582533,8.658730030059814,0.265017032623291,-0.43878841400146484,-19.16748571395874,-9.536306858062744,-38.59998846054077,-18.633825302124023,-58.0324912071228,-27.731343746185303,-77.46499395370483,-36.82886219024658,-96.89749670028687,-45.92638063430786,-116.3299994468689,-55.02389907836914,-135.76250219345093,-64.12141752243042,-155.19500494003296,-73.2189359664917,-174.627507686615,True,19.0,1960.0,103.0,2677.0,218.0,2756.0,293.0,2790.0,347.0,2799.0,391.0,2807.0,435.0,2810.0,466.0,2812.0,493.0,2817.0,517.0,2817.0,,,
