Disagree,Both less than 3,Both greater than 3,,rel,head,tail,Josh-Rating,Joe-Rating,Avg-Rating,sent_LM,sent_concat,misc,misc2,temp,score_LM_1,score_concat_1,score_LM_2,score_concat_2,score_LM_3,score_concat_3,score_LM_4,score_concat_4,score_LM_5,score_concat_5,score_LM_6,score_concat_6,score_LM_7,score_concat_7,score_LM_8,score_concat_8,score_LM_9,score_concat_9,score_LM_10,score_concat_10,score_LM_cluster,score_concat_cluster,top_100,rank_LM_1,rank_concat_1,rank_LM_2,rank_concat_2,rank_LM_3,rank_concat_3,rank_LM_4,rank_concat_4,rank_LM_5,rank_concat_5,rank_LM_6,rank_concat_6,rank_LM_7,rank_concat_7,rank_LM_8,rank_concat_8,rank_LM_9,rank_concat_9,rank_LM_10,rank_concat_10,rank_LM_cluster,rank_concat_cluster,score_LM_ensemble,score_concat_ensemble,rank_LM_ensemble,rank_concat_ensemble
1,1,0,996,ReceivesAction,court,bill of attainder,0,1,0.5,[CLS] court can be a bill of attain ##der . [SEP],[CLS] court receives action bill of attain ##der . [SEP],7,0.288892829,-85.83691008,2.265425205,10.7241025,-17.13966036,-0.064837456,-36.54474592,-10.85377741,-55.94983149,-21.64271736,-75.35491705,-32.43165731,-94.76000261,-43.22059727,-114.1650882,-54.00953722,-133.5701737,-64.79847717,-152.9752593,-75.58741713,-172.3803449,-86.37635708,2.632397532,3.17184453,TRUE,930,8,2761,24,2882,102,2904,184,2911,261,2918,326,2922,364,2925,397,2925,424,2929,452,17,15,-2700.7,-254.2,2774,191
0,,,2406,HasProperty,negative number,positive,1,1,1,[CLS] a negative number is a positive . [SEP],[CLS] negative number has property positive . [SEP],9,0.890608975,-83.30254762,6.339922905,5.396461964,2.968929768,-4.514041901,-0.40206337,-14.42454576,-3.773056507,-24.33504963,-7.144049644,-34.24555349,-10.51504278,-44.15605736,-13.88603592,-54.06656122,-17.25702906,-63.97706509,-20.62802219,-73.88756895,-23.99901533,-83.79807281,-2.036415935,-1.540890741,TRUE,93,260,17,230,13,278,13,321,11,341,12,352,13,367,13,375,14,381,13,388,227,228,-21.2,-329.3,12,262
0,,,1516,HasA,soil,organic matter,4,4,4,[CLS] the soil contains organic matter . [SEP],[CLS] soil has a organic matter . [SEP],69,0.675219335,-84.02138549,7.700009584,6.197155237,5.603228807,-3.883128643,3.50644803,-13.96341252,1.409667253,-24.0436964,-0.687113523,-34.12398028,-2.7838943,-44.20426416,-4.880675077,-54.28454804,-6.977455854,-64.36483192,-9.074236631,-74.4451158,-11.17101741,-84.52539968,-1.363057673,-0.859043479,TRUE,33,164,6,184,3,240,2,304,2,336,2,355,2,372,2,387,2,396,2,402,176,173,-5.6,-314,2,251.5
1,0,0,2885,Causes,iron ore,steel industry,4,1,2.5,[CLS] iron ore causes the steel industry . [SEP],[CLS] iron ore causes steel industry . [SEP],7,0.0017859,-84.67944245,6.318713188,7.095229149,-0.468726158,-3.158924103,-7.256165504,-13.41307735,-14.04360485,-23.66723061,-20.8310442,-33.92138386,-27.61848354,-44.17553711,-34.40592289,-54.42969036,-41.19336224,-64.68384361,-47.98080158,-74.93799686,-54.76824093,-85.19215012,-0.59538579,-0.082678127,TRUE,96,93,88,141,106,210,121,279,127,331,142,353,148,378,157,391,164,406,172,416,128,124,-132.1,-299.8,101,233
0,,,1513,HasA,hand,index finger,4,4,4,[CLS] the hand has an index finger . [SEP],[CLS] hand has a index finger . [SEP],30,0.72480878,-83.16258023,9.4586339,2.8764534,5.613432884,-6.736846447,1.768231869,-16.35014629,-2.076969147,-25.96344614,-5.922170162,-35.57674599,-9.767371178,-45.19004583,-13.61257219,-54.80334568,-17.45777321,-64.41664553,-21.30297422,-74.02994537,-25.14817524,-83.64324522,-4.333521485,-3.852856493,TRUE,13,936,4,498,7,436,9,412,10,404,10,392,11,388,15,388,15,386,15,382,532,548,-10.9,-462.2,7,408
1,0,0,2641,HasProperty,small community,site,3,0,1.5,[CLS] the small community is the site . [SEP],[CLS] small community has property site . [SEP],8,0.008423351,-85.74781778,3.309954166,8.107486248,-5.013805866,-2.3791399,-13.3375659,-12.86576605,-21.66132593,-23.3523922,-29.98508596,-33.83901834,-38.308846,-44.32564449,-46.63260603,-54.81227064,-54.95636606,-65.29889679,-63.28012609,-75.78552294,-71.60388613,-86.27214909,0.242516637,0.766847944,TRUE,572,46,446,100,454,188,465,261,470,324,476,362,484,389,494,412,495,429,497,448,69,69,-485.3,-295.9,438,230
0,,,2516,HasProperty,cell body,neuron,1,1,1,[CLS] the cell body is the ne ##uron . [SEP],[CLS] cell body has property ne ##uron . [SEP],14,0.155249575,-87.19563575,4.464074135,10.56799126,-2.895091534,-0.355319023,-10.2542572,-11.2786293,-17.61342287,-22.20193958,-24.97258854,-33.12524986,-32.33175421,-44.04856014,-39.69091988,-54.97187042,-47.05008554,-65.8951807,-54.40925121,-76.81849098,-61.76841688,-87.74180126,2.375508547,2.921674061,TRUE,322,9,221,32,231,115,238,203,247,293,252,349,257,396,262,431,267,458,268,478,19,17,-256.5,-276.4,214.5,211
0,,,2084,HasPrerequisite,carrier wave,signal,4,4,4,[CLS] the carrier wave requires a signal . [SEP],[CLS] carrier wave has pre ##re ##quisite signal . [SEP],13,1.69E-05,-85.96355233,4.264551401,7.985542774,-4.56220746,-2.511562824,-13.38896632,-13.00866842,-22.21572518,-23.50577402,-31.04248405,-34.00287962,-39.86924291,-44.49998522,-48.69600177,-54.99709082,-57.52276063,-65.49419641,-66.34951949,-75.99130201,-75.17627835,-86.48840761,0.112713575,0.637568855,TRUE,350,51,382,109,462,195,504,267,540,334,568,368,579,398,591,418,598,437,606,456,82,74,-518,-303.3,477,238
1,1,0,1802,HasPrerequisite,interest income,tax,1,2,1.5,[CLS] interest income requires a tax . [SEP],[CLS] interest income has pre ##re ##quisite tax . [SEP],7,0.776597892,-84.8226131,6.298358917,5.098548412,-2.278400898,-4.948508739,-10.85516071,-14.99556589,-19.43192053,-25.04262304,-28.00868034,-35.08968019,-36.58544016,-45.13673735,-45.16219997,-55.1837945,-53.73895979,-65.23085165,-62.3157196,-75.2779088,-70.89247942,-85.32496595,-2.436744452,-1.934391594,TRUE,97,299,177,271,261,321,324,361,367,378,399,389,418,403,438,408,459,413,474,419,265,266,-341.4,-366.2,293,311.5
1,1,0,1232,IsA,serial killer,murder,1,2,1.5,[CLS] a serial killer is a murder . [SEP],[CLS] serial killer is a murder . [SEP],24,0.744702921,-84.69407924,3.322468996,4.38097167,-2.196095467,-5.571547985,-7.714659929,-15.52406764,-13.23322439,-25.4765873,-18.75178885,-35.42910695,-24.27035332,-45.38162661,-29.78891778,-55.33414626,-35.30748224,-65.28666592,-40.82604671,-75.23918557,-46.34461117,-85.19170523,-3.083418071,-2.585792089,TRUE,569,456,169,332,118,369,103,384,93,397,89,402,86,407,86,410,85,412,82,415,332,337,-148,-398.4,112,344
1,0,1,832,UsedFor,spanning tree,network,4,3,3.5,[CLS] you can use spanning tree to network . [SEP],[CLS] spanning tree used for network . [SEP],7,0.00752665,-87.09047065,3.18509984,9.190235615,-9.259633541,-1.567385197,-21.70436692,-12.32500601,-34.1491003,-23.08262682,-46.59383368,-33.84024763,-59.03856707,-44.59786844,-71.48330045,-55.35548925,-83.92803383,-66.11311007,-96.37276721,-76.87073088,-108.8175006,-87.62835169,1.122020006,1.659901047,TRUE,607,24,1277,69,1555,159,1674,247,1748,325,1786,374,1810,409,1831,440,1846,461,1863,476,52,48,-1599.7,-298.4,1596,232
0,,,1889,HasPrerequisite,tower block,building,4,4,4,[CLS] a tower block requires a building . [SEP],[CLS] tower block has pre ##re ##quisite building . [SEP],7,0.020952382,-86.85267334,3.988684893,7.320057392,-2.526343346,-3.202035427,-9.041371584,-13.72412825,-15.55639982,-24.24622107,-22.07142806,-34.76831388,-28.5864563,-45.2904067,-35.10148454,-55.81249952,-41.61651278,-66.33459234,-48.13154101,-76.85668516,-54.64656925,-87.37877798,-0.571512222,-0.045407581,TRUE,412,79,192,145,172,225,168,315,166,367,163,397,166,426,169,448,169,460,170,470,126,122,-194.7,-333.2,158.5,266
0,,,2775,Causes,army,fighting force,1,1,1,[CLS] the army causes fighting force . [SEP],[CLS] army causes fighting force . [SEP],14,0.027933455,-86.99422967,5.637481689,6.994636059,-6.029921532,-3.506913185,-17.69732475,-14.00846243,-29.36472797,-24.51001167,-41.0321312,-35.01156092,-52.69953442,-45.51311016,-64.36693764,-56.0146594,-76.03434086,-66.51620865,-87.70174408,-77.01775789,-99.3691473,-87.51930714,-0.881525874,-0.356448412,TRUE,153,100,599,165,948,243,1144,330,1267,376,1343,410,1390,433,1430,452,1456,465,1489,472,147,143,-1121.9,-344.6,1085,280.5
0,,,2682,HasProperty,hip hop,rhythm,4,4,4,[CLS] hip hop is a rhythm . [SEP],[CLS] hip hop has property rhythm . [SEP],11,0.001338328,-87.48515236,6.076261759,7.534147739,-1.735583305,-3.082533836,-9.54742837,-13.69921541,-17.35927343,-24.31589699,-25.1711185,-34.93257856,-32.98296356,-45.54926014,-40.79480863,-56.16594172,-48.60665369,-66.78262329,-56.41849875,-77.39930487,-64.23034382,-88.01598644,-0.428363442,0.102470636,TRUE,112,68,144,137,199,223,229,318,252,371,272,411,287,436,296,458,302,472,309,485,115,112,-240.2,-337.9,204,271
1,0,1,2567,HasProperty,the construction,substantial,4,3,3.5,[CLS] the construction is substantial . [SEP],[CLS] the construction has property substantial . [SEP],7,0.078088101,-84.60039797,2.428909779,1.507913113,-3.1984725,-8.113127232,-8.825854778,-17.73416758,-14.45323706,-27.35520792,-20.08061934,-36.97624826,-25.70800161,-46.59728861,-31.33538389,-56.21832895,-36.96276617,-65.8393693,-42.59014845,-75.46040964,-48.21753073,-85.08144999,-5.707867146,-5.226815128,TRUE,868,1583,248,756,158,552,126,506,117,472,108,457,104,441,102,428,100,420,97,411,862,879,-202.8,-602.6,165,534
1,0,0,1730,HasA,the substance,drug,3,2,2.5,[CLS] the substance contains a drug . [SEP],[CLS] the substance has a drug . [SEP],7,0.025859244,-85.20159881,7.947423697,2.427927017,3.192346573,-7.363081455,-1.562730551,-17.15408993,-6.317807674,-26.9450984,-11.0728848,-36.73610687,-15.82796192,-46.52711535,-20.58303905,-56.31812382,-25.33811617,-66.10913229,-30.09319329,-75.90014076,-34.84827042,-85.69114923,-4.915329337,-4.425778913,TRUE,29,1153,16,605,20,510,20,474,23,460,25,456,28,448,28,438,31,432,31,428,654,664,-25.1,-540.4,13,485
1,0,0,629,UsedFor,draft,first-round pick,2,4,3,[CLS] the draft is for a first - round pick . [SEP],[CLS] draft used for first - round pick . [SEP],11,0.345352304,-88.96716564,7.935716152,10.07894993,4.107413292,-0.987655163,0.279110432,-12.05426025,-3.549192429,-23.12086535,-7.377495289,-34.18747044,-11.20579815,-45.25407553,-15.03410101,-56.32068062,-18.86240387,-67.38728571,-22.69070673,-78.4538908,-26.51900959,-89.52049589,1.77899611,2.332326365,TRUE,30,13,13,51,11,145,12,250,14,339,14,395,16,449,16,473,17,508,17,545,30,30,-16,-316.8,10,253
1,0,0,820,UsedFor,overhead cam,engine,4,1,2.5,[CLS] the overhead cam is for the engine . [SEP],[CLS] overhead cam used for engine . [SEP],8,0.009552684,-87.65326028,6.239779949,7.177591324,0.172145367,-3.418034554,-5.895489216,-14.01366043,-11.9631238,-24.60928631,-18.03075838,-35.20491219,-24.09839296,-45.80053806,-30.16602755,-56.39616394,-36.23366213,-66.99178982,-42.30129671,-77.5874157,-48.36893129,-88.18304157,-0.769128084,-0.23934679,TRUE,103,89,67,159,70,244,75,338,81,389,85,423,94,450,96,464,98,478,99,490,138,133,-86.8,-352.4,60,292
1,1,0,1117,ReceivesAction,first season,dvd in region,0,1,0.5,[CLS] the first season can be dvd in region . [SEP],[CLS] first season receives action dvd in region . [SEP],11,0.052725362,-88.73928826,5.462929964,9.098259449,-9.002140522,-1.833310127,-23.46721101,-12.7648797,-37.93228149,-23.69644928,-52.39735198,-34.62801886,-66.86242247,-45.55958843,-81.32749295,-56.49115801,-95.79256344,-67.42272758,-110.2576339,-78.35429716,-124.7227044,-89.28586674,0.899582267,1.446160746,TRUE,170,25,1209,79,1811,184,2040,281,2177,357,2252,412,2299,452,2316,475,2344,505,2361,539,58,53,-1897.9,-330.9,1920,264
1,0,0,1086,ReceivesAction,executive branch,head of government,0,3,1.5,[CLS] the executive branch can be the head of government . [SEP],[CLS] executive branch receives action head of government . [SEP],10,0.105690701,-88.40202941,6.840577602,7.739970446,-1.071592808,-3.002152443,-8.983763218,-13.74427533,-16.89593363,-24.48639822,-24.80810404,-35.22852111,-32.72027445,-45.970644,-40.63244486,-56.71276689,-48.54461527,-67.45488977,-56.45678568,-78.19701266,-64.36895609,-88.93913555,-0.316621721,0.220484424,TRUE,60,57,104,133,170,228,208,329,239,391,265,428,282,458,294,476,305,495,312,519,109,101,-223.9,-351.4,192,289
1,0,0,2092,HasPrerequisite,doom metal,music,2,4,3,[CLS] doom metal requires the music . [SEP],[CLS] doom metal has pre ##re ##quisite music . [SEP],13,8.16E-06,-88.40130502,5.292655468,7.488572359,-5.301485538,-3.225380421,-15.89562654,-13.9393332,-26.48976755,-24.65328598,-37.08390856,-35.36723876,-47.67804956,-46.08119154,-58.27219057,-56.79514432,-68.86633158,-67.5090971,-79.46047258,-78.22304988,-90.05461359,-88.93700266,-0.546892226,-0.011194587,TRUE,192,71,488,147,729,236,861,340,956,393,1018,435,1044,461,1070,480,1096,497,1111,518,123,118,-856.5,-357.8,807,302
1,1,0,1179,ReceivesAction,subset,element of s,0,1,0.5,[CLS] a subset can be an element of s . [SEP],[CLS] subset receives action element of s . [SEP],8,0.010797123,-86.93016584,6.546405077,4.135893822,1.387369633,-6.039084911,-3.771665812,-16.21406364,-8.930701256,-26.38904238,-14.0897367,-36.56402111,-19.24877214,-46.73899984,-24.40780759,-56.91397858,-29.56684303,-67.08895731,-34.72587848,-77.26393604,-39.88491392,-87.43891478,-3.495340228,-2.986591291,TRUE,83,518,40,387,37,419,40,438,40,453,41,460,46,464,47,466,47,468,49,471,388,394,-47,-454.4,33,402
0,,,2544,HasProperty,best director,drama,1,1,1,[CLS] best director is a drama . [SEP],[CLS] best director has property drama . [SEP],10,0.110482029,-88.84949372,1.98826313,7.594259739,-9.549214363,-3.181578636,-21.08669186,-13.95741701,-32.62416935,-24.73325539,-44.16164684,-35.50909376,-55.69912434,-46.28493214,-67.23660183,-57.06077051,-78.77407932,-67.83660889,-90.31155682,-78.61244726,-101.8490343,-89.38828564,-0.487619042,0.051172876,TRUE,1039,67,1337,144,1443,239,1503,342,1530,401,1556,443,1571,468,1580,494,1595,515,1602,541,119,114,-1475.6,-365.4,1469,310
1,0,0,698,UsedFor,example,word processing,3,0,1.5,[CLS] an example is for word processing . [SEP],[CLS] example used for word processing . [SEP],7,0.089052129,-86.53816845,2.94128561,0.907530785,-1.473831654,-8.862938404,-5.888948917,-18.63340759,-10.30406618,-28.40387678,-14.71918344,-38.17434597,-19.13430071,-47.94481516,-23.54941797,-57.71528435,-27.96453524,-67.48575354,-32.3796525,-77.25622272,-36.79476976,-87.02669191,-6.420321107,-5.931797647,TRUE,694,1886,129,920,69,670,54,571,46,540,39,511,36,492,37,478,36,467,35,461,1061,1084,-117.5,-699.6,88,635
0,,,1131,ReceivesAction,set,element of s,0,0,0,[CLS] set can be an element of s . [SEP],[CLS] set receives action element of s . [SEP],13,0.045234606,-87.77437593,6.437433958,3.360148191,-1.738339424,-6.822480202,-9.914112806,-17.00510859,-18.08988619,-27.18773699,-26.26565957,-37.37036538,-34.44143295,-47.55299377,-42.61720634,-57.73562217,-50.79297972,-67.91825056,-58.9687531,-78.10087895,-67.14452648,-88.28350735,-4.276823103,-3.767691684,TRUE,86,734,146,511,215,491,255,489,291,488,320,492,337,493,354,498,361,491,371,495,523,526,-273.6,-518.2,230.5,458
0,,,2233,CapableOf,anemia,chronic disease,4,4,4,[CLS] an ##emia can be a chronic disease . [SEP],[CLS] an ##emia capable of chronic disease . [SEP],9,0.089575141,-87.9371635,5.601300716,3.196739674,2.409488201,-6.98581934,-0.782324314,-17.16837835,-3.974136829,-27.35093737,-7.165949345,-37.53349638,-10.35776186,-47.71605539,-13.54957438,-57.89861441,-16.74138689,-68.08117342,-19.93319941,-78.26373243,-23.12501192,-88.44629145,-4.440179586,-3.931051636,TRUE,158,798,18,539,14,514,14,505,12,502,11,502,10,499,12,502,11,498,11,498,562,566,-27.1,-535.7,14,481
0,,,1921,HasPrerequisite,voter registration,voting,1,1,1,[CLS] voter registration requires voting . [SEP],[CLS] voter registration has pre ##re ##quisite voting . [SEP],18,0.010114205,-87.06897883,4.13078928,1.222231388,-1.57476902,-8.642708302,-7.28032732,-18.50764799,-12.98588562,-28.37258768,-18.69144392,-38.23752737,-24.39700222,-48.10246706,-30.10256052,-57.96740675,-35.80811882,-67.83234644,-41.51367712,-77.69728613,-47.21923542,-87.56222582,-6.176473379,-5.683226395,TRUE,375,1725,135,864,108,643,98,569,92,546,90,517,93,505,94,493,91,480,93,474,980,1012,-126.9,-681.6,96,611
0,,,326,AtLocation,coach,national team,4,4,4,[CLS] the place you are likely to find a coach is in the national team . [SEP],[CLS] coach at location national team . [SEP],46,0.464172565,-88.3073823,6.341545582,3.2301507,-0.937918663,-6.997506618,-8.217382908,-17.22516394,-15.49684715,-27.45282125,-22.7763114,-37.68047857,-30.05577564,-47.90813589,-37.33523989,-58.13579321,-44.61470413,-68.36345053,-51.89416838,-78.59110785,-59.17363262,-88.81876516,-4.440592289,-3.929209423,TRUE,92,783,97,542,134,520,166,512,184,512,199,509,206,511,211,512,221,514,223,511,563,565,-173.3,-542.6,137,487
1,0,0,1895,HasPrerequisite,overhead cam,engine,4,1,2.5,[CLS] the overhead cam requires the engine . [SEP],[CLS] overhead cam has pre ##re ##quisite engine . [SEP],8,0.018549643,-90.70001531,6.98651886,7.682802677,0.194516659,-3.309690952,-6.597485542,-14.30218458,-13.38948774,-25.29467821,-20.18148994,-36.28717184,-26.97349215,-47.27966547,-33.76549435,-58.2721591,-40.55749655,-69.26465273,-47.34949875,-80.25714636,-54.14150095,-91.24963999,-0.561567545,-0.011942863,TRUE,50,63,65,152,90,262,106,375,119,441,127,476,136,517,143,550,153,579,158,596,125,119,-114.7,-401.1,85,347
1,0,0,2894,Causes,server,session id,4,0,2,[CLS] the server causes the session id . [SEP],[CLS] server causes session id . [SEP],10,0.001478276,-91.00781608,3.560460091,8.111776352,-7.17766571,-2.963038445,-17.91579151,-14.03785324,-28.65391731,-25.11266804,-39.39204311,-36.18748283,-50.13016891,-47.26229763,-60.86829472,-58.33711243,-71.60642052,-69.41192722,-82.34454632,-80.48674202,-93.08267212,-91.56155682,-0.194334745,0.359405994,TRUE,505,45,806,129,985,245,1078,365,1124,431,1157,475,1183,520,1207,553,1219,586,1238,608,101,93,-1050.2,-395.7,1020,342
0,,,1844,HasPrerequisite,plurality voting,majority,1,1,1,[CLS] plurality voting requires a majority . [SEP],[CLS] plurality voting has pre ##re ##quisite majority . [SEP],12,0.07418345,-89.10335581,6.591956139,3.33692646,2.108679295,-6.991596699,-2.374597549,-17.32011986,-6.857874393,-27.64864302,-11.34115124,-37.97716618,-15.82442808,-48.30568933,-20.30770493,-58.63421249,-24.79098177,-68.96273565,-29.27425861,-79.29125881,-33.75753546,-89.61978197,-4.409465909,-3.893039751,TRUE,80,740,23,540,24,526,22,525,24,525,24,533,25,534,26,534,26,546,27,549,555,557,-30.1,-555.2,18,500
1,0,0,892,UsedFor,hunger strike,prison,4,1,2.5,[CLS] the hunger strike is for the prison . [SEP],[CLS] hunger strike used for prison . [SEP],17,0.000252787,-92.07842261,2.088040829,7.530450106,-7.221389771,-3.599032879,-16.53082037,-14.72851586,-25.84025097,-25.85799885,-35.14968157,-36.98748183,-44.45911217,-48.11696482,-53.76854277,-59.2464478,-63.07797337,-70.37593079,-72.38740396,-81.50541377,-81.69683456,-92.63489676,-0.816662133,-0.260187984,TRUE,997,69,820,176,797,300,805,409,803,474,805,519,805,560,806,598,809,622,811,640,143,134,-825.8,-436.7,777,380.5
0,,,2526,HasProperty,vector bundle,manifold,4,4,4,[CLS] the vector bundle is a manifold . [SEP],[CLS] vector bundle has property manifold . [SEP],11,0.145314487,-91.74710591,7.219736099,6.786690235,1.65656662,-4.222672462,-3.906602859,-15.23203516,-9.469772339,-26.24139786,-15.03294182,-37.25076056,-20.5961113,-48.26012325,-26.15928078,-59.26948595,-31.72245026,-70.27884865,-37.28561974,-81.28821135,-42.84878922,-92.29757404,-1.470331788,-0.919863653,TRUE,43,111,33,209,39,345,44,433,49,481,54,527,55,563,57,592,59,615,63,627,184,177,-49.6,-450.3,34,396
0,,,1235,IsA,atomic nucleus,atom,1,1,1,[CLS] an atomic nucleus is an atom . [SEP],[CLS] atomic nucleus is a atom . [SEP],7,0.737449249,-91.01742921,6.453626394,4.4997015,5.874210596,-6.172603607,5.294794798,-16.84490871,4.715379,-27.51721382,4.135963202,-38.18951893,3.556547403,-48.86182404,2.977131605,-59.53412914,2.397715807,-70.20643425,1.818300009,-80.87873936,1.238884211,-91.55104446,-3.50452733,-2.970912075,TRUE,84,430,2,407,1,480,1,517,1,541,1,560,1,578,1,588,1,598,1,607,390,389,-9.4,-530.6,5,473
1,0,0,365,AtLocation,novel,book form,0,3,1.5,[CLS] something you find in book form is a novel . [SEP],[CLS] novel at location book form . [SEP],23,0.218896273,-89.97309353,4.897284746,1.380787849,-1.202595711,-8.826349735,-7.302476168,-19.03348732,-13.40235662,-29.2406249,-19.50223708,-39.44776249,-25.60211754,-49.65490007,-31.701998,-59.86203766,-37.80187845,-70.06917524,-43.90175891,-80.27631283,-50.00163937,-90.48345041,-6.274565339,-5.76420846,TRUE,244,1645,107,910,109,732,107,645,106,605,107,596,107,586,109,580,109,580,111,571,1011,1036,-121.6,-745,93,691
0,,,826,UsedFor,proof,algebraic geometry,4,4,4,[CLS] the proof can be used for algebraic geometry . [SEP],[CLS] proof used for algebraic geometry . [SEP],7,0.008557097,-90.48823707,5.744922638,2.27412796,0.292345524,-8.090382099,-5.16023159,-18.45489216,-10.6128087,-28.81940222,-16.06538582,-39.18391228,-21.51796293,-49.54842234,-26.97054005,-59.9129324,-32.42311716,-70.27744246,-37.87569427,-80.64195251,-43.32827139,-91.00646257,-5.499254584,-4.981029081,TRUE,136,1219,60,752,57,637,57,612,60,592,61,590,62,590,63,591,66,591,66,587,800,808,-68.8,-676.1,49,603
1,1,0,121,HasSubevent,emitter,input voltage,2,1,1.5,[CLS] you input voltage when you emi ##tter . [SEP],[CLS] emi ##tter has sub ##eve ##nt input voltage . [SEP],8,0.0062709,-92.99715054,4.603841305,7.291042805,-11.42490768,-3.914341927,-27.45365667,-15.11972666,-43.48240566,-26.32511139,-59.51115465,-37.53049612,-75.53990364,-48.73588085,-91.56865263,-59.94126558,-107.5974016,-71.14665031,-123.6261506,-82.35203505,-139.6548996,-93.55741978,-1.112995744,-0.552726507,TRUE,287,82,1791,185,2337,335,2491,435,2565,501,2609,553,2628,592,2646,629,2658,648,2674,660,155,153,-2268.6,-462,2321,407
1,0,0,1123,ReceivesAction,show,end of season,0,4,2,[CLS] show can be end of season . [SEP],[CLS] show receives action end of season . [SEP],14,0.050581754,-90.85340219,7.838451862,2.859740734,-5.305645943,-7.611001492,-18.44974375,-18.08174372,-31.59384155,-28.55248594,-44.73793936,-39.02322817,-57.88203716,-49.49397039,-71.02613497,-59.96471262,-84.17023277,-70.43545485,-97.31433058,-80.90619707,-110.4584284,-91.3769393,-4.993315935,-4.469778824,TRUE,32,949,491,643,1063,595,1390,587,1581,582,1717,588,1784,596,1846,600,1888,599,1923,602,673,673,-1371.5,-634.1,1352.5,570
1,0,0,501,AtLocation,lake,eastern part,3,0,1.5,[CLS] the place you are likely to find a lake is in the eastern part . [SEP],[CLS] lake at location eastern part . [SEP],13,0.022909406,-90.74654332,3.725688457,2.26987958,-1.428312302,-8.123016834,-6.582313061,-18.51591325,-11.73631382,-28.90880966,-16.89031458,-39.30170608,-22.04431534,-49.69460249,-27.1983161,-60.0874989,-32.35231686,-70.48039532,-37.50631762,-80.87329173,-42.66031837,-91.26618814,-5.524792731,-5.00514791,TRUE,470,1221,122,759,88,645,73,618,70,599,65,599,63,602,62,602,61,597,61,597,807,822,-113.5,-683.9,84,614
1,1,0,723,UsedFor,supernovae,type ia,1,0,0.5,[CLS] you can use super ##nova ##e to type ia . [SEP],[CLS] super ##nova ##e used for type ia . [SEP],7,0.063726267,-93.46655085,3.934052467,7.141907215,-13.39348125,-4.099261284,-30.72101498,-15.34042978,-48.0485487,-26.58159828,-65.37608242,-37.82276678,-82.70361614,-49.06393528,-100.0311499,-60.30510378,-117.3586836,-71.54627228,-134.6862173,-82.78744078,-152.013751,-94.02860928,-1.288969159,-0.726910734,TRUE,423,92,2228,202,2620,352,2724,452,2769,519,2794,571,2805,612,2817,639,2824,659,2829,674,171,163,-2483.3,-477.2,2541,422
1,0,1,1997,HasPrerequisite,wedding ceremony,groom,3,4,3.5,[CLS] the wedding ceremony requires the groom . [SEP],[CLS] wedding ceremony has pre ##re ##quisite groom . [SEP],12,0.001253056,-92.76353099,5.718029261,3.661436081,1.277719975,-7.112303257,-3.162589312,-17.88604259,-7.602898598,-28.65978193,-12.04320788,-39.43352127,-16.48351717,-50.20726061,-20.92382646,-60.98099995,-25.36413574,-71.75473928,-29.80444503,-82.52847862,-34.24475431,-93.30221796,-4.418868423,-3.880181456,TRUE,140,640,42,566,29,564,30,600,29,604,30,626,30,634,30,649,28,655,29,654,557,553,-41.7,-619.2,28,551
0,,,2336,CapableOf,album,limited edition,4,4,4,[CLS] the album can be a limited edition . [SEP],[CLS] album capable of limited edition . [SEP],39,0.017065787,-93.19614134,4.48789525,3.776741982,-0.092551708,-7.058217049,-4.672998667,-17.89317608,-9.253445625,-28.72813511,-13.83389258,-39.56309414,-18.41433954,-50.39805317,-22.9947865,-61.2330122,-27.57523346,-72.06797123,-32.15568042,-82.90293026,-36.73612738,-93.73788929,-4.349477291,-3.80772934,TRUE,316,612,75,555,47,567,41,607,39,612,34,638,34,650,33,661,34,662,34,667,538,536,-68.7,-623.1,48,557
0,,,94,HasSubevent,reconnaissance,ground attack,1,1,1,[CLS] one of the things you do when you ground attack is reconnaissance . [SEP],[CLS] reconnaissance has sub ##eve ##nt ground attack . [SEP],8,0.010487302,-95.39116437,2.633332014,8.234714508,-9.380363464,-3.343595982,-21.39405894,-14.92190647,-33.40775442,-26.50021696,-45.4214499,-38.07852745,-57.43514538,-49.65683794,-69.44884086,-61.23514843,-81.46253633,-72.81345892,-93.47623181,-84.39176941,-105.4899273,-95.9700799,-0.449018359,0.129897165,TRUE,782,43,1301,154,1491,311,1591,448,1646,534,1682,597,1710,651,1717,684,1734,712,1742,742,116,109,-1539.6,-487.6,1538,437
1,0,0,154,HasSubevent,architect,landscape designer,3,0,1.5,[CLS] one of the things you do when you the architect is a landscape designer . [SEP],[CLS] architect has sub ##eve ##nt landscape designer . [SEP],7,0.002965668,-95.16311321,4.083039761,7.055788517,-5.246900082,-4.365317822,-14.57683992,-15.78642416,-23.90677977,-27.2075305,-33.23671961,-38.62863684,-42.56665945,-50.04974318,-51.89659929,-61.47084951,-61.22653913,-72.89195585,-70.55647898,-84.31306219,-79.88641882,-95.73416853,-1.510041237,-0.93898592,TRUE,389,96,484,217,581,389,651,492,685,565,716,618,728,659,741,688,747,710,751,731,187,180,-647.3,-516.5,607,454.5
